"ubicacion","lat","lon","cant_dorms","cant_banos","antiguedad","expensas","precio","precio_moneda","sup_cub","sup_des","href","sup_total","ambientes","fuente"
"alvear av. al 1400",-34.59025,-58.38478,4,5,35,155000,8500,"USD",618,51,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-6-ambientes--9857166",669,5,"argenprop"
"alvear av. al 1900",-34.58759,-58.38953,3,3,60,54738,4300,"USD",266,6,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--9857162",272,4,"argenprop"
"arroyo al 1100",-34.59168,-58.38388,2,1,50,43000,1300,"USD",123,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--10082086",123,3,"argenprop"
"alvear av. al 1800",-34.58805,-58.3891,3,2,70,49300,2600,"USD",278,6,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--9857158",284,4,"argenprop"
"esmeralda al 1100",-34.59438,-58.37866,5,3,90,137855,3500,"USD",406,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-6-ambientes--10678154",406,6,"argenprop"
"montevideo al 1300",-34.59332,-58.39013,4,4,80,45800,3500,"USD",300,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--9857150",300,5,"argenprop"
"pierina dealessi al 1700",-34.61815,-58.36261,3,3,1,,5000,"USD",258,70,"https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-4-ambientes--9857145",328,4,"argenprop"
"pierina dealessi al 1700",-34.61815,-58.36261,3,3,1,,5000,"USD",258,70,"https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-4-ambientes--9857136",328,4,"argenprop"
"bulnes al 1900",-34.58824,-58.41187,4,2,42,41800,150000,"$",137,18,"https://www.argenprop.com/departamento-en-alquiler-en-botanico-5-ambientes--9857134",155,5,"argenprop"
"zenteno al 3100",-34.57997,-58.40386,2,2,45,35300,1950,"USD",123,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-3-ambientes--9857126",123,3,"argenprop"
"uruguay al 1200",-34.59346,-58.38754,3,2,45,31000,145000,"$",150,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--10678153",150,4,"argenprop"
"balcarce al 600",-34.61513,-58.37085,0,1,,,10500,"USD",750,0,"https://www.argenprop.com/casa-en-alquiler-en-monserrat--9857074",750,1,"argenprop"
"balcarce al 500",-34.61416,-58.37062,0,1,,,38500,"USD",2378,0,"https://www.argenprop.com/casa-en-alquiler-en-monserrat--9857073",2378,1,"argenprop"
"vedia al 3000",-34.54239,-58.48195,5,4,15,,7000,"USD",450,0,"https://www.argenprop.com/casa-en-alquiler-en-saavedra-6-ambientes--9857066",450,6,"argenprop"
"parana al 1200",-34.59422,-58.3886,3,2,42,,3000,"USD",192,42,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-6-ambientes--10082035",234,4,"argenprop"
"de mayo av. al 500",-34.60848,-58.37483,0,1,,,22000,"USD",2200,0,"https://www.argenprop.com/casa-en-alquiler-en-san-nicolas--9857002",2200,1,"argenprop"
"brasil av. al 2700",-34.63262,-58.40277,0,1,,,6e+05,"$",550,0,"https://www.argenprop.com/casa-en-alquiler-en-parque-patricios--9856974",550,1,"argenprop"
"virasoro valentin al 1900",-34.60035,-58.4506,0,1,4,,6500,"USD",326,0,"https://www.argenprop.com/casa-en-alquiler-en-villa-crespo--9856902",326,1,"argenprop"
"scalabrini ortiz raul av. al 1100",-34.5942,-58.42955,0,1,,,90000,"USD",5000,0,"https://www.argenprop.com/casa-en-alquiler-en-botanico--9856894",5000,1,"argenprop"
"av scalabrini ortiz 2700, piso 1",-34.58384,-58.41413,1,1,50,5800,28000,"$",36,0,"https://www.argenprop.com/departamento-en-alquiler-en-botanico--4471631",36,2,"argenprop"
"reconquista 40",-34.60735,-58.37233,0,1,,,42340,"USD",4234,0,"https://www.argenprop.com/casa-en-alquiler-en-microcentro--9856872",4234,1,"argenprop"
"maipu al 300",-34.6039,-58.37663,0,1,,,6490,"USD",1060,0,"https://www.argenprop.com/casa-en-alquiler-en-microcentro--9856870",1060,1,"argenprop"
"reconquista al 200",-34.60455,-58.37226,0,1,,,39900,"USD",6941,0,"https://www.argenprop.com/casa-en-alquiler-en-san-nicolas--9856867",6941,1,"argenprop"
"billinghurst  1400, piso 2",-34.5933,-58.41232,1,1,40,6500,35000,"$",42,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10478257",42,2,"argenprop"
"de mayo av. al 1100",-34.60898,-58.38279,0,1,,,95500,"USD",4513,0,"https://www.argenprop.com/casa-en-alquiler-en-monserrat--9856812",4513,1,"argenprop"
"arenales al 700",-34.59417,-58.37733,3,3,70,,3200,"USD",235,0,"https://www.argenprop.com/departamento-en-alquiler-en-retiro-4-ambientes--9856780",235,4,"argenprop"
"basavilbaso al 1200",-34.59382,-58.37741,4,2,70,,3400,"USD",240,12,"https://www.argenprop.com/departamento-en-alquiler-en-retiro-6-ambientes--9856778",252,5,"argenprop"
"soler al 5700",-34.57999,-58.43398,0,1,,,69000,"USD",2800,0,"https://www.argenprop.com/casa-en-alquiler-en-botanico--9856729",2800,1,"argenprop"
"rocha al 1200",-34.6417,-58.36807,0,1,,,5000,"USD",1200,0,"https://www.argenprop.com/casa-en-alquiler-en-boca--9856719",1200,1,"argenprop"
"venezuela al 100",-34.61366,-58.36856,0,1,8,,25000,"USD",2532,47,"https://www.argenprop.com/casa-en-alquiler-en-monserrat--9856714",2579,1,"argenprop"
"grierson cecilia al 300",-34.59816,-58.36543,0,1,,,210644,"USD",6706,0,"https://www.argenprop.com/casa-en-alquiler-en-puerto-madero--9856712",6706,1,"argenprop"
"gral j a lavalleja 500, piso 3",-34.60042,-58.43394,1,1,20,8390,43000,"$",43.83,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--10677127",43.83,2,"argenprop"
"ombu al 2900",-34.57721,-58.40137,3,2,80,,5500,"USD",300,0,"https://www.argenprop.com/casa-en-alquiler-en-palermo-chico-4-ambientes--10678149",300,4,"argenprop"
"salta 309/317",-34.61217,-58.38336,0,1,,,2500000,"$",3176,233,"https://www.argenprop.com/casa-en-alquiler-en-monserrat--9856653",3409,1,"argenprop"
"san martin 390/394",-34.6035,-58.37384,0,1,,,38475,"USD",5576,0,"https://www.argenprop.com/casa-en-alquiler-en-san-nicolas--9856607",5576,1,"argenprop"
"mitre bartolome al 700",-34.60683,-58.3772,0,1,,,35000,"USD",5572,0,"https://www.argenprop.com/casa-en-alquiler-en-san-nicolas--9856599",5572,1,"argenprop"
"hornos gral. al 300",-34.63188,-58.37792,0,1,,,164000,"USD",6985,0,"https://www.argenprop.com/casa-en-alquiler-en-barracas--9856569",6985,1,"argenprop"
"suipacha 477/81",-34.60738,-58.37923,0,1,104,,120000,"$",1049,0,"https://www.argenprop.com/casa-en-alquiler-en-microcentro--9856563",1049,1,"argenprop"
"las heras gral. av. 1838/40",-34.5915,-58.39227,0,1,,,40000,"USD",2400,0,"https://www.argenprop.com/casa-en-alquiler-en-recoleta--9856561",2400,1,"argenprop"
"alvear marcelo t. de al 1300",-34.59697,-58.38579,0,1,40,,90000,"USD",9000,0,"https://www.argenprop.com/casa-en-alquiler-en-retiro--9856543",9000,1,"argenprop"
"arenales al 1900",-34.59468,-58.39483,0,1,,,9000,"USD",950,0,"https://www.argenprop.com/casa-en-alquiler-en-barrio-norte--9856540",950,1,"argenprop"
"billinghurst al 2400",-34.58383,-58.40435,3,2,40,47700,1e+05,"$",119,58,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-4-ambientes--10678146",177,4,"argenprop"
"quintana manuel pte. av. al 100",-34.59125,-58.38632,0,1,,,31250,"USD",1259,0,"https://www.argenprop.com/casa-en-alquiler-en-recoleta--9856493",1259,1,"argenprop"
"paraguay al 1500",-34.59843,-58.38931,0,1,,,5900,"USD",783,0,"https://www.argenprop.com/casa-en-alquiler-en-recoleta--9856483",783,1,"argenprop"
"viamonte al 1600",-34.6007,-58.39037,0,1,,,3500,"USD",1140,143,"https://www.argenprop.com/casa-en-alquiler-en-san-nicolas--9856452",1283,1,"argenprop"
"esmeralda al 100",-34.60674,-58.37771,0,1,,,5000,"USD",620,0,"https://www.argenprop.com/casa-en-alquiler-en-san-nicolas--9856450",620,1,"argenprop"
"zapiola 2300",-34.56361,-58.46554,1,1,40,5200,47000,"$",41,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-2-ambientes--10642098",41,2,"argenprop"
"virrey cevallos  400",-34.61341,-58.3888,1,1,20,4500,25500,"$",25,0,"https://www.argenprop.com/departamento-en-alquiler-en-congreso--5028316",25,2,"argenprop"
"matienzo al 1800",-34.56878,-58.43482,2,1,20,10600,62000,"$",48,0,"https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-3-ambientes--10541982",48,3,"argenprop"
"alquiler comercial. departamento  destino profesional y comercial en planta baja.  4 oficinas  y amplia  recepcion.. vidal 2400. (esquina  blanco  encalada) no apto vivienda",-34.56125,-58.46276,0,1,50,5200,50000,"$",57,5,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-c-5-ambientes--10338176",62,1,"argenprop"
"dorrego al 2700",-34.57412,-58.43326,2,1,43,14000,94000,"$",90,0,"https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-3-ambientes--10317418",90,3,"argenprop"
"azucena villaflor al 600",-34.61194,-58.36049,2,2,16,50000,3000,"USD",196,0,"https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-3-ambientes--10244744",196,3,"argenprop"
"mariscal ramon castilla 2800, 5to piso",-34.58197,-58.40168,3,3,35,80000,2400,"USD",194,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-5-ambientes--10343313",194,4,"argenprop"
"mariscal ramon castilla 2800, 5to piso",-34.58197,-58.40168,3,3,35,80000,2400,"USD",194,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-5-ambientes--10343313",194,4,"argenprop"
"alsina al 2000",-34.61173,-58.39445,1,1,40,4750,32000,"$",36,0,"https://www.argenprop.com/departamento-en-alquiler-en-congreso-2-ambientes--10658887",36,2,"argenprop"
"gorriti al 3500",-34.59568,-58.41478,2,1,20,5200,53000,"$",55,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--10669777",55,3,"argenprop"
"juan maria gutierrez al 3700 1ro, entre ugarteche y rep arabe siria",-34.58072,-58.4132,1,1,,24300,120000,"$",75,5,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-2-ambientes--10678613",80,2,"argenprop"
"adolfo alsina 1700",-34.61162,-58.39068,0,,51,,2e+06,"$",2800,0,"https://www.argenprop.com/casa-en-alquiler-en-san-nicolas--10630740",2800,1,"argenprop"
"aguilar 2200",,,2,2,5,,1500,"USD",82,16,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--9051779",98,3,"argenprop"
"uruguay 900, piso 9",-34.59846,-58.38702,1,1,70,7500,22000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--9610745",35,2,"argenprop"
"paseo colón 1000",-34.62002,-58.36806,1,1,,10000,38000,"$",50,5,"https://www.argenprop.com/departamento-en-alquiler-en-san-telmo-2-ambientes--10658205",55,2,"argenprop"
"ayacucho  1600",-34.59132,-58.3933,2,1,40,19400,80000,"$",55,30,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--8329920",85,3,"argenprop"
"mendoza 2700",-34.5629,-58.46077,1,1,12,11000,65000,"$",41,4,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10491425",45,2,"argenprop"
"cuba 1700",-34.56425,-58.45154,3,3,40,21800,85000,"$",88,4,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--10472412",92,4,"argenprop"
"juncal 100, piso 8",-34.59295,-58.39721,0,,,,,"",180,120,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico--10678624",300,1,"argenprop"
"bauness 2800",-34.5715,-58.4905,1,1,5,7300,60000,"$",51,3,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--10650819",54,2,"argenprop"
"avenida figueroa alcorta presidente jose  n°3351 -piso  1 unidad  113",-34.57787,-58.40324,1,1,35,20000,1050,"USD",75,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-2-ambientes--10678605",75,2,"argenprop"
"peña al 2500",-34.5885,-58.4007,1,1,70,16000,43000,"$",65,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--10040198",65,2,"argenprop"
"pichincha  649, piso 5 e",-34.61691,-58.3992,1,1,30,5200,32000,"$",37,0,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--10677070",37,2,"argenprop"
"montevideo 1900, piso 4",,,0,,,13000,30000,"$",3900,200,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--10503672",4100,1,"argenprop"
"av. directorio 300",-34.62763,-58.43075,0,1,20,7700,25000,"$",30,3,"https://www.argenprop.com/departamento-en-alquiler-en-caballito--10551647",33,1,"argenprop"
"ciudad de la paz al 1300",-34.56208,-58.45668,1,1,,4500,42000,"$",45,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10562945",45,2,"argenprop"
"departamento tipo casa en planta baja edificio bajo, bajas expensas con patio.",-34.592,-58.5006,1,1,40,2500,43000,"$",50,10,"https://www.argenprop.com/departamento-en-alquiler-en-villa-pueyrredon-2-ambientes--10640047",60,2,"argenprop"
"larrea al 1300",-34.59143,-58.39968,2,1,40,8000,55000,"$",55,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--10434565",55,3,"argenprop"
"carlos gardel  3100, piso 3",,,0,,,5000,27500,"$",30,0,"https://www.argenprop.com/departamento-en-alquiler-en-abasto-1-ambiente--10667517",30,1,"argenprop"
"bonpland 2187 3ro b",-34.57973,-58.43303,1,1,,,80000,"$",47,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-2-ambientes--9856006",47,2,"argenprop"
"ciudad de la paz al 1900, 2do piso",-34.56396,-58.45633,1,1,,6500,35000,"$",42,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10648997",42,2,"argenprop"
"donado 800",-34.58656,-58.471,1,1,26,,42000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-ortuzar-2-ambientes--10459023",40,2,"argenprop"
"arenales 900, piso 15",-34.59428,-58.38088,2,2,47,14600,105000,"$",75,2,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--10455529",77,3,"argenprop"
"echeverria 5200, piso 3",-34.5803,-58.48329,1,1,50,,38000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--10628304",38,2,"argenprop"
"valentin gomez al 3100",-34.6054,-58.40978,2,1,35,4700,47000,"$",45,0,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-3-ambientes--10544178",45,3,"argenprop"
"montañeses al 1900",-34.56208,-58.45668,2,1,50,11700,55000,"$",60,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--9490416",60,3,"argenprop"
"av. del libertador al 200",-34.59158,-58.37773,1,1,40,8920,25000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-retiro-2-ambientes--8616057",40,2,"argenprop"
"combate de los pozos 200",-34.61248,-58.39314,1,1,,,43000,"$",50,4,"https://www.argenprop.com/departamento-en-alquiler-en-monserrat-2-ambientes--10467290",54,2,"argenprop"
"san nicolás 700",-34.62461,-58.48154,1,1,30,3400,27000,"$",33,0,"https://www.argenprop.com/departamento-en-alquiler-en-floresta-2-ambientes--10677712",33,2,"argenprop"
"l viale 1700, piso 5",-34.61203,-58.46107,0,1,,6700,30000,"$",35,6,"https://www.argenprop.com/departamento-en-alquiler-en-flores-norte-1-ambiente--10329008",41,1,"argenprop"
"aguero 2100",-34.58736,-58.40151,2,1,40,22,55000,"$",51,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--10343325",51,3,"argenprop"
"malvinas argentinas 853 4º a",-34.63353,-58.44802,1,1,10,6500,47000,"$",47,7,"https://www.argenprop.com/departamento-en-alquiler-en-parque-chacabuco-2-ambientes--10476295",54,2,"argenprop"
"mendoza y 11 de septiembre",-34.55779,-58.45176,3,2,40,,180000,"$",260,0,"https://www.argenprop.com/casa-en-alquiler-en-belgrano-c-5-ambientes--9517345",260,4,"argenprop"
"av lafuente 100, piso 8",-34.63094,-58.46813,0,1,,4000,25000,"$",28,0,"https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--10455155",28,1,"argenprop"
"yerbal  2900",-34.62963,-58.47071,1,2,11,5000,35000,"$",42,6,"https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--9966841",48,2,"argenprop"
"ibera 2400",-34.55402,-58.46522,1,1,17,6700,30000,"$",31,5,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--10240556",36,2,"argenprop"
"yerbal 2900",-34.62963,-58.47071,1,1,14,5100,28500,"$",35,5,"https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--10169333",40,2,"argenprop"
"chacabuco 100, piso 7",-34.60986,-58.37641,1,1,58,6800,26000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-monserrat-2-ambientes--6337757",40,2,"argenprop"
"av. carrasco 800, piso pb",-34.62798,-58.49659,1,1,30,,34000,"$",35,0,"https://www.argenprop.com/ph-en-alquiler-en-floresta-2-ambientes--10636782",35,2,"argenprop"
"g espinosa 2200, piso 2",-34.60192,-58.46338,1,1,25,9000,27000,"$",34,0,"https://www.argenprop.com/departamento-en-alquiler-en-paternal-2-ambientes--10578612",34,2,"argenprop"
"varela 300",-34.63347,-58.46373,2,1,,6600,38000,"$",60,0,"https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--10575213",60,3,"argenprop"
"hortiguera  100, piso 9",-34.62317,-58.44709,1,2,38,16000,43000,"$",65,5,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10478724",70,2,"argenprop"
"juan b alberdi 2300",-34.63077,-58.46124,1,1,21,6000,28000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--10649504",40,2,"argenprop"
"rojas al 1600",-34.60284,-58.45101,0,1,35,5800,20000,"$",27,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--10327418",27,1,"argenprop"
"deheza 3100, piso 4",-34.54366,-58.48098,0,1,,7400,28000,"$",40,3,"https://www.argenprop.com/departamento-en-alquiler-en-saavedra-1-ambiente--7976994",43,1,"argenprop"
"soler al 5700",-34.57977,-58.43428,1,1,8,9800,60000,"$",50,5,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-nuevo-2-ambientes--10421611",55,2,"argenprop"
"av. cabildo 2700",-34.55656,-58.46204,1,1,40,7000,37000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10608153",38,2,"argenprop"
"gral jose avalos 2000, piso 4",-34.57795,-58.48307,1,1,10,10500,46000,"$",46,0,"https://www.argenprop.com/departamento-en-alquiler-en-urquiza-r-2-ambientes--10432101",46,2,"argenprop"
"av. independencia 2200, piso 6",-34.61841,-58.39825,1,1,50,3500,28000,"$",30,0,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--10374982",30,2,"argenprop"
"blanco encalada 5500, piso 5",-34.57887,-58.49224,1,1,6,7800,38000,"$",40,3,"https://www.argenprop.com/departamento-en-alquiler-en-urquiza-r--5388199",43,2,"argenprop"
"b mitre 1600, piso 6",-34.6077,-58.38961,2,1,45,10000,38000,"$",50,0,"https://www.argenprop.com/departamento-en-alquiler-en-tribunales-3-ambientes--10467427",50,3,"argenprop"
"ayacucho 100, piso 3",-34.60831,-58.395,5,2,,9369,75000,"$",212,3,"https://www.argenprop.com/departamento-en-alquiler-en-congreso-10-ambientes--10658332",215,6,"argenprop"
"avda. entre ríos 900, piso 6to.",,,0,,8,5000,25000,"$",32,2,"https://www.argenprop.com/departamento-en-alquiler-en-congreso-1-ambiente--10341050",34,1,"argenprop"
"av s elcano 2900, piso 2",-34.57046,-58.45782,2,1,40,10000,63000,"$",60,5,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--10231636",65,3,"argenprop"
"av. montes de oca    700",-34.6361,-58.37493,1,1,,,40000,"$",30,0,"https://www.argenprop.com/departamento-en-alquiler-en-barracas-2-ambientes--7763678",30,2,"argenprop"
"rosario 100, piso 6",-34.61827,-58.42899,1,1,30,3328,32000,"$",37,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10512769",37,2,"argenprop"
"fitz roy al 2000",-34.58171,-58.43359,0,1,,,40000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-1-ambiente--8170438",40,1,"argenprop"
"av. carrasco 800, piso pb",-34.62877,-58.49585,1,1,30,,34000,"$",35,0,"https://www.argenprop.com/ph-en-alquiler-en-velez-sarsfield-2-ambientes--10630096",35,2,"argenprop"
"nuñez 2500",-34.54275,-58.46014,1,1,,10000,40000,"$",40,6,"https://www.argenprop.com/departamento-en-alquiler-en-nunez-2-ambientes--10677249",46,2,"argenprop"
